movie_id,title,director,top_cast
15660,Mommie Dearest,Frank Perry,Faye Dunaway Diana Scarwid Steve Forrest Howard Da Silva Mara Hobel
59968,Our Idiot Brother,Jesse Peretz,Paul Rudd Elizabeth Banks Zooey Deschanel Emily Mortimer Adam Scott
323677,Race,Stephen Hopkins,Stephan James Jason Sudeikis Carice van Houten Jeremy Irons Amanda Crew
19848,The Players Club,Ice Cube,LisaRaye McCoy Dick Anthony Williams Judyann Elder Chrystale Wilson Adele Givens
256274,"As Above, So Below",John Erick Dowdle,Perdita Weeks Ben Feldman Edwin Hodge François Civil Marion Lambert
235271,Addicted,Bille Woodruff,Boris Kodjoe Brandon Gonzales Cameron Mills Emayatzy Corinealdi Garrett Hines
45153,Eve's Bayou,Kasi Lemmons,Jurnee Smollett Meagan Good Lynn Whitfield Samuel L. Jackson Debbi Morgan
284293,Still Alice,Richard Glatzer,Julianne Moore Alec Baldwin Kristen Stewart Kate Bosworth Shane McRae
24973,The Egyptian,Michael Curtiz,Jean Simmons Victor Mature Gene Tierney Peter Ustinov Edmund Purdom
21610,Nighthawks,Bruce Malmuth,Sylvester Stallone Rutger Hauer Billy Dee Williams Lindsay Wagner Persis Khambatta
10283,Friday the 13th Part VIII: Jason Takes Manhattan,Rob Hedden,Kane Hodder Jensen Daggett Scott Reeves Barbara Bingham Peter Mark Richman
8346,My Big Fat Greek Wedding,Joel Zwick,Nia Vardalos John Corbett Lainie Kazan Michael Constantine Andrea Martin
122081,Spring Breakers,Harmony Korine,James Franco Selena Gomez Vanessa Hudgens Ashley Benson Rachel Korine
10987,Halloween: The Curse of Michael Myers,Joe Chappelle,Donald Pleasence Paul Rudd Marianne Hagan Mitchell Ryan Kim Darby
1391,Y Tu Mamá También,Alfonso Cuarón,Gael García Bernal Diego Luna Maribel Verdú Ana López Mercado Diana Bracho
747,Shaun of the Dead,Edgar Wright,Simon Pegg Nick Frost Kate Ashfield Lucy Davis Dylan Moran
14745,The Haunting of Molly Hartley,Mickey Liddell,Haley Bennett Jake Weber Chace Crawford Shannon Woodward Shanna Collins
26748,Lone Star,John Sayles,Chris Cooper Matthew McConaughey Elizabeth Peña Kris Kristofferson Joe Morton
11357,Halloween 4: The Return of Michael Myers,Dwight H. Little,Donald Pleasence Ellie Cornell Danielle Harris George P. Wilbur Michael Pataki
24913,April Fool's Day,Fred Walton,Deborah Foreman Thomas F. Wilson Lloyd Berry Tom Heaton Ken Olandt
13776,Diner,Barry Levinson,Steve Guttenberg Daniel Stern Mickey Rourke Kevin Bacon Tim Daly
14854,Lone Wolf McQuade,Steve Carver,Chuck Norris David Carradine Barbara Carrera Leon Isaac Kennedy Dana Kimmell
50357,Apollo 18,Gonzalo López-Gallego,Ryan Robbins Warren Christie Lloyd Owen Andrew Airlie Michael Kopsa
13090,Sunshine Cleaning,Christine Jeffs,Amy Adams Emily Blunt Alan Arkin Jason Spevack Steve Zahn
192141,No Escape,John Erick Dowdle,Owen Wilson Lake Bell Pierce Brosnan Sterling Jerins Claire Geare
16441,The Beastmaster,Don Coscarelli,Marc Singer Tanya Roberts Rip Torn John Amos Joshua Milrad
29996,Solomon and Sheba,King Vidor,Yul Brynner Gina Lollobrigida George Sanders Marisa Pavan David Farrar
351819,Fifty Shades of Black,Michael Tiddes,Marlon Wayans Kali Hawk Fred Willard Mike Epps Affion Crockett
14834,Not Easily Broken,Bill Duke,Morris Chestnut Taraji P. Henson Maeve Quinlan Kevin Hart Jenifer Lewis
22649,A Farewell to Arms,Frank Borzage,Helen Hayes Gary Cooper Adolphe Menjou Mary Philips Jack La Rue
378200,The Perfect Match,Bille Woodruff,Terrence Jenkins Paula Patton Kali Hawk Lauren London Brandy Norwood
20455,Digimon: The Movie,Mamoru Hosoda,Lara Jill Miller Joshua Seth Bob Papenbrook Doug Berholt Steve Blum
13193,Saved!,Brian Dannelly,Jena Malone Mandy Moore Macaulay Culkin Patrick Fugit Heather Matarazzo
11042,The Barbarian Invasions,Denys Arcand,Rémy Girard Stéphane Rousseau Marie-Josée Croze Dorothée Berryman Louise Portal
10786,Robin and Marian,Richard Lester,Sean Connery Audrey Hepburn Robert Shaw Richard Harris Nicol Williamson
12484,The Forsaken,J.S. Cardone,Kerr Smith Brendan Fehr Izabella Miko Johnathon Schaech Phina Oruche
17339,Force 10 from Navarone,Guy Hamilton,Harrison Ford Robert Shaw Barbara Bach Edward Fox Franco Nero
11959,UHF,Jay Levey,"""Weird Al"" Yankovic Victoria Jackson Michael Richards David Bowe Fran Drescher"
9900,Grandma's Boy,Nicholaus Goossen,Linda Cardellini Allen Covert Peter Dante Shirley Knight Joel David Moore
14662,Slums of Beverly Hills,Tamara Jenkins,Natasha Lyonne Alan Arkin Marisa Tomei Eli Marienthal Mena Suvari
335,Once Upon a Time in the West,Sergio Leone,Henry Fonda Claudia Cardinale Jason Robards Charles Bronson Gabriele Ferzetti
15745,Made,Jon Favreau,Vince Vaughn Jon Favreau Sean Combs Famke Janssen Peter Falk
17431,Moon,Duncan Jones,Sam Rockwell Kevin Spacey Dominique McElligott Rosie Shaw Adrienne Shaw
21014,Keeping Up with the Steins,Scott Marshall,Daryl Sabara Jami Gertz Jeremy Piven Cheryl Hines Carter Jenkins
78394,Sea Rex 3D: Journey to a Prehistoric World,Ronan Chapalain,Guillaume Denaiffe Norbert Ferrer Chloe Hollings Richard Rider Tom Yang
10217,The Sweet Hereafter,Atom Egoyan,Ian Holm Caerthan Banks Sarah Polley Tom McCamus Gabrielle Rose
46332,Of Gods and Men,Xavier Beauvois,Lambert Wilson Michael Lonsdale Olivier Rabourdin Philippe Laudenbach Jacques Herlin
13996,Bottle Shock,Randall Miller,Alan Rickman Chris Pine Bill Pullman Rachael Taylor Freddy Rodríguez
3028,Jekyll and Hyde ... Together Again,Jerry Belson,Mark Blankfield Bess Armstrong Krista Errickson Tim Thomerson Michael McGuire
1024,Heavenly Creatures,Peter Jackson,Melanie Lynskey Kate Winslet Sarah Peirse Simon O'Connor Diana Kent
343795,90 Minutes in Heaven,Michael Polish,Kate Bosworth Hayden Christensen Hudson Meek Bobby Batson Elizabeth Hunter
45658,Everything Must Go,Dan Rush,Rebecca Hall Will Ferrell Glenn Howerton Laura Dern Christopher Jordan Wallace
16148,Zero Effect,Jake Kasdan,Bill Pullman Ben Stiller Ryan O'Neal Kim Dickens Angela Featherstone
4553,The Machinist,Brad Anderson,Christian Bale Jennifer Jason Leigh Aitana Sánchez-Gijón John Sharian Michael Ironside
36351,Light Sleeper,Paul Schrader,Willem Dafoe Susan Sarandon Dana Delany David Clennon Mary Beth Hurt
245916,Kill the Messenger,Michael Cuesta,Jeremy Renner Mary Elizabeth Winstead Michael Sheen Ray Liotta Robert Patrick
27585,Rabbit Hole,John Cameron Mitchell,Nicole Kidman Aaron Eckhart Dianne Wiest Miles Teller Tammy Blanchard
1415,Party Monster,Fenton Bailey,Seth Green Macaulay Culkin Chloë Sevigny Diana Scarwid Marilyn Manson
313922,Green Room,Jeremy Saulnier,Anton Yelchin Imogen Poots Alia Shawkat Joe Cole Callum Turner
14474,The Oh in Ohio,Billy Kent,Parker Posey Danny DeVito Paul Rudd Mischa Barton Miranda Bailey
199933,Atlas Shrugged Part III: Who is John Galt?,James Manera,Eric Allan Kramer Rob Morrow Stephen Tobolowsky Kristoffer Polaha Lew Temple
13685,Bottle Rocket,Wes Anderson,Luke Wilson Owen Wilson Lumi Cavazos Andrew Wilson Robert Musgrave
8744,Albino Alligator,Kevin Spacey,Matt Dillon Faye Dunaway Gary Sinise William Fichtner Viggo Mortensen
38428,"Gandhi, My Father",Feroz Abbas Khan,Darshan Jariwala Akshaye Khanna Bhumika Chawla Shefali Shah Vinay Jain
8847,Standard Operating Procedure,Errol Morris,Javal Davis Ken Davis Tony Diaz Tim Dugan Lynndie England
39269,Out of the Blue,Dennis Hopper,Dennis Hopper Raymond Burr Sharon Farrell Linda Manz Don Gordon
46838,Tucker and Dale vs Evil,Eli Craig,Alan Tudyk Tyler Labine Katrina Bowden Jesse Moss Philip Granger
51384,"Lovely, Still",Nicholas Fackler,Martin Landau Ellen Burstyn Adam Scott Elizabeth Banks
56930,Tycoon,Richard Wallace,John Wayne Laraine Day Cedric Hardwicke Judith Anderson Anthony Quinn
41730,Desert Blue,Morgan J. Freeman,Casey Affleck Kate Hudson Brendan Sexton III Christina Ricci Ethan Suplee
18442,Decoys,Matthew Hastings,Kim Poirier Stefanie von Pfetten Elias Toufexis Meghan Ory Ennis Esmer
298312,The Visit,M. Night Shyamalan,Olivia DeJonge Ed Oxenbould Kathryn Hahn Benjamin Kanes Deanna Dunagan
11600,Redacted,Brian De Palma,Izzy Diaz Rob Devaney Ty Jones Anas Wellman Mike Figueroa
71547,Fascination,Klaus Menzel,Jacqueline Bisset Adam Garcia James Naughton Stuart Wilson Alice Evans
57876,Area 51,Oren Peli,Reid Warner Darrin Bragg Ben Rovner Jelena Nik Roy Abramsohn
77495,Sleep Tight,Jaume Balagueró,Luis Tosar Marta Etura  Alberto San Juan Petra Martínez Iris Almeida
13849,The Cottage,Paul Andrew Williams,Andy Serkis Reece Shearsmith Jennifer Ellison Steven O'Donnell James Bierman
14849,Dead Like Me: Life After Death,Stephen Herek,Ellen Muth Jasmine Guy Callum Blue Sarah Wynter Britt McKillip
12486,Farce of the Penguins,Bob Saget,Samuel L. Jackson Jim Belushi Whoopi Goldberg Christina Applegate Jason Biggs
19615,Flying By,,Billy Ray Cyrus Heather Locklear Ahnaise Christmas Arabella Field Mo Collins
244403,Rudderless,William H. Macy,Billy Crudup Anton Yelchin Felicity Huffman Selena Gomez Laurence Fishburne
292481,Henry & Me,Barrett Esposito,Richard Gere Luis Guzmán Chazz Palminteri Cyndi Lauper Lucie Arnaz
340816,Christmas Eve,Mitch Davis,Patrick Stewart Cheryl Hines Gary Cole Jon Heder James Roday
78814,We Have Your Husband,Eric Bross,Teri Polo Esai Morales Nicholas Gonzalez Olivia d'Abo William R. Moses
297596,Dying of the Light,Paul Schrader,Nicolas Cage Anton Yelchin Alexander Karim Irène Jacob Aymen Hamdouchi
299552,Born Of War,Vicky Jewson,James Frain Sofia Black-D'Elia Lydia Leonard Joey Ansah Michael Maloney
11935,Capricorn One,Peter Hyams,Elliott Gould James Brolin Brenda Vaccaro Sam Waterston O.J. Simpson
113406,Should've Been Romeo,Marcia Bennett,Paul Ben-Victor Ed Asner Jordenn Thompson Carol Kane Michael Rapaport
447027,Running Forever,,
290825,Yoga Hosers,Kevin Smith,Lily-Rose Depp Harley Quinn Smith Justin Long Austin Butler Adam Brody
361159,Navy Seals vs. Zombies,Stanton Barrett,"Ed Quinn Michael Dudikoff Rick Fox Chad ""Gunner"" Lail Molly Hagan"
12555,I Served the King of England,Jiří Menzel,Ivan Barnev Oldřich Kaiser Julia Jentsch Marián Labuda Martin Huba
31175,Soul Kitchen,Fatih Akin,Adam Bousdoukos Birol Ünel Moritz Bleibtreu Wotan Wilke Möhring Dorka Gryllus
12498,Sling Blade,Billy Bob Thornton,Billy Bob Thornton Dwight Yoakam J. T. Walsh John Ritter Lucas Black
77949,The Awakening,Nick Murphy ,Rebecca Hall Dominic West Imelda Staunton Isaac Hempstead-Wright Lucy Cohu
1690,Hostel,Eli Roth,Jay Hernandez Derek Richardson Eythor Gudjonsson Barbara Nedeljakova Jana Kaderabkova
8435,A Cock and Bull Story,Michael Winterbottom,Steve Coogan Rob Brydon Keeley Hawes Shirley Henderson Raymond Waring
64720,Take Shelter,Jeff Nichols,Michael Shannon Jessica Chastain Katy Mixon Shea Whigham Ray McKinnon
49365,Lady in White,Frank LaLoggia,Lukas Haas Len Cariou Alex Rocco Katherine Helmond Jason Presson
11404,Driving Lessons,Jeremy Brock,Laura Linney Rupert Grint Julie Walters Michelle Duncan Oliver Milburn
300706,Let's Kill Ward's Wife,Scott Foley,Patrick Wilson Scott Foley Amy Acker Donald Faison Dagmara Domińczyk
16337,The Texas Chainsaw Massacre 2,Tobe Hooper,Dennis Hopper Caroline Williams Jim Siedow Bill Moseley Bill Johnson
11577,Pat Garrett & Billy the Kid,Sam Peckinpah,James Coburn Kris Kristofferson Richard Jaeckel Katy Jurado Chill Wills
77987,Only God Forgives,Nicolas Winding Refn,Ryan Gosling Kristin Scott Thomas Gordon Brown Tom Burke Vithaya Pansringarm
40185,Camping Sauvage,Christophe Ali,Denis Lavant Isild Le Besco Pascal Bongard Jean-Michel Guerin Martine Demaret
68202,Without Men,Gabriela Tagliavini,Eva Longoria Christian Slater Oscar Nunez Kate del Castillo Mónica Huarte
8981,Dear Frankie,Shona Auerbach,Gerard Butler Emily Mortimer Jack McElhone Sharon Small Katy Murphy
10914,All Hat,Leonard Farlinger,Rachael Leigh Cook Luke Kirby Keith Carradine Lisa Ray Graham Greene
50848,The Names of Love,Michel Leclerc,Jacques Gamblin Sara Forestier Zinedine Soualem Jacques Boudet Carole Franck
166624,Treading Water,Analeine Cal y Mayor,Douglas Smith Zoë Kravitz Ariadna Gil Don McKellar Kim Ly
10822,Savage Grace,Tom Kalin,Julianne Moore Stephen Dillane Eddie Redmayne Elena Anaya Hugh Dancy
10844,Out of the Blue,Robert Sarkies,Karl Urban Tandi Wright Simon Ferry Matthew Sunderland Lois Lawn
9336,Police Academy,Hugh Wilson,Steve Guttenberg Kim Cattrall G. W. Bailey Bubba Smith Donovan Scott
5689,The Blue Lagoon,Randal Kleiser,Brooke Shields Christopher Atkins Leo McKern William Daniels Jeffrey Kleiser
712,Four Weddings and a Funeral,Mike Newell,Hugh Grant Andie MacDowell James Fleet Simon Callow John Hannah
13342,Fast Times at Ridgemont High,Amy Heckerling,Sean Penn Jennifer Jason Leigh Judge Reinhold Phoebe Cates Brian Backer
10339,Moby Dick,John Huston,Gregory Peck Richard Basehart Leo Genn James Robertson Justice Harry Andrews
1429,25th Hour,Spike Lee,Edward Norton Philip Seymour Hoffman Barry Pepper Rosario Dawson Anna Paquin
9303,Bound,Lilly Wachowski,Jennifer Tilly Gina Gershon Joe Pantoliano John P. Ryan Christopher Meloni
641,Requiem for a Dream,Darren Aronofsky,Ellen Burstyn Jared Leto Jennifer Connelly Marlon Wayans Christopher McDonald
27686,State Fair,Walter Lang,Jeanne Crain Dana Andrews Dick Haymes Vivian Blaine Charles Winninger
65749,Tango,Carlos Saura,Miguel Ángel Solá Cecilia Narova Mía Maestro Juan Carlos Copes
6106,Salvador,Oliver Stone,James Woods Jim Belushi Michael Murphy John Savage Tony Plana
252680,Moms' Night Out,Jon Erwin,Sarah Drew Sean Astin Patricia Heaton Logan White Robert Amaya 
141,Donnie Darko,Richard Kelly,Jake Gyllenhaal Jena Malone Patrick Swayze Maggie Gyllenhaal Drew Barrymore
66607,Saving Private Perez,Beto Gómez,Joaquín Cosio Gerardo Taracena Jaime Camil Miguel Rodarte Jesús Ochoa
17139,Character,Mike van Diem,Jan Decleir Fedja van Huêt Betty Schuurman Tamar van den Dop
12079,Spun,Jonas Åkerlund,Jason Schwartzman Mickey Rourke Brittany Murphy John Leguizamo Chloe Hunter
39800,Life During Wartime,Todd Solondz,Ally Sheedy Paul Reubens Shirley Henderson Allison Janney Michael Kenneth Williams
4550,Sympathy for Lady Vengeance,Park Chan-wook,Choi Min-sik Lee Young-ae Kwon Yea-young Go Soo-hee Kim Bu-seon
62116,Mozart's Sister,René Féret,Marie Féret Marc Barbé Delphine Chuillot David Moreau
9991,Mean Machine,Barry Skolnick,Vinnie Jones David Kelly David Hemmings Ralph Brown Vas Blackwood
13807,Exiled,Johnnie To,Anthony Wong Francis Ng Simon Yam Nick Cheung Richie Ren
68818,Blackthorn,Mateo Gil,Sam Shepard Magaly Solier Eduardo Noriega Stephen Rea Daniel Aguirre
12093,Lilya 4-ever,Lukas Moodysson,Oksana Akinshina Artyom Bogucharsky Lyubov Agapova Liliya Shinkaryova Elina Benenson
36419,After.Life,Agnieszka Wojtowicz-Vosloo,Liam Neeson Justin Long Christina Ricci Josh Charles Chandler Canterbury
281730,Fugly,Kabir Sadanand,Jimmy Shergill Mohit Marwah Kiara Advani Vijendar Singh Arfi Lamba
510,One Flew Over the Cuckoo's Nest,Miloš Forman,Jack Nicholson Louise Fletcher Danny DeVito William Redfield Scatman Crothers
362105,R.L. Stine's Monsterville: The Cabinet of Souls,Peter DeLuise,Dove Cameron Katherine McNamara Ryan McCartan Laine MacNeil Briana Buckmaster
10970,Silent Movie,Mel Brooks,Mel Brooks Marty Feldman Dom DeLuise Sid Caesar Harold Gould
375290,Airlift,Raja Menon,Akshay Kumar Nimrat Kaur Feryna Wazheir Lena Purab Kohli
17663,Anne of Green Gables,Kevin Sullivan,Megan Follows Colleen Dewhurst Richard Farnsworth Patricia Hamilton Marilyn Lightstone
270938,Falcon Rising,Ernie Barbarash,Michael Jai White Neal McDonough Lateef Crowder Laila Ali Hazuki Kato
116613,The Sweeney,Nick Love,Ray Winstone Ben Drew Hayley Atwell Damian Lewis Alan Ford
11826,Sexy Beast,Jonathan Glazer,Ray Winstone Ben Kingsley Ian McShane Amanda Redman James Fox
29920,Easy Money,Daniel Espinosa,Joel Kinnaman Matias Varela Dragomir Mrsic Lisa Henni Mahmut Suvakci
1088,Whale Rider,Niki Caro,Keisha Castle-Hughes Rawiri Paratene Vicky Haughton Cliff Curtis Grant Roa
26379,Paa,,Amitabh Bachchan Abhishek Bachchan Vidya Balan Paresh Rawal Arundathi Nag
34069,Cargo,Ivan Engler,Martin Rapold Anna-Katharina Schwabroh Regula Grauwiller Yangzom Brauen Michael Finger
10947,High School Musical,Kenny Ortega,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu
47452,Love and Death on Long Island,Richard Kwietniowski,John Hurt Jason Priestley Sheila Hancock Maury Chaykin Fiona Loewi
3040,Night Watch,Timur Bekmambetov,Konstantin Khabenskiy Vladimir Menshov Galina Tyunina Mariya Poroshina Zhanna Friske
11386,The Crying Game,Neil Jordan,Stephen Rea Jaye Davidson Miranda Richardson Forest Whitaker Adrian Dunbar
10246,Porky's,Bob Clark,Dan Monahan Mark Herrier Wyatt Knight Cyril O'Reilly Kaki Hunter
29426,Survival of the Dead,George A. Romero,Alan van Sprang Kenneth Welsh Kathleen Munroe Devon Bostick Richard Fitzpatrick
10331,Night of the Living Dead,George A. Romero,Duane Jones Judith O'Dea Karl Hardman Marilyn Eastman Keith Wayne
153,Lost in Translation,Sofia Coppola,Bill Murray Scarlett Johansson Anna Faris Giovanni Ribisi Akiko Takeshita
703,Annie Hall,Woody Allen,Woody Allen Diane Keaton Tony Roberts Carol Kane Paul Simon
27191,The Greatest Show on Earth,Cecil B. DeMille,Betty Hutton Cornel Wilde Charlton Heston Dorothy Lamour Gloria Grahame
1365,Monster's Ball,Marc Forster,Halle Berry Billy Bob Thornton Heath Ledger Sean Combs Coronji Calhoun
287424,Maggie,Henry Hobson,Arnold Schwarzenegger Abigail Breslin Joely Richardson Douglas M. Griffin J.D. Evermore
451,Leaving Las Vegas,Mike Figgis,Nicolas Cage Elisabeth Shue Julian Sands Richard Lewis Steven Weber
165864,Hansel and Gretel Get Baked,Duane Journey,Molly C. Quinn Michael Welch Lara Flynn Boyle Cary Elwes Lochlyn Munro
987,The Front Page,Billy Wilder,Jack Lemmon Walter Matthau Susan Sarandon Vincent Gardenia David Wayne
241251,The Boy Next Door,Rob Cohen,Jennifer Lopez Ryan Guzman Ian Nelson John Corbett Kristin Chenoweth
40494,Trapeze,Carol Reed,Burt Lancaster Tony Curtis Gina Lollobrigida Katy Jurado Thomas Gomez
39781,The Kids Are All Right,Lisa Cholodenko,Julianne Moore Annette Bening Mark Ruffalo Mia Wasikowska Josh Hutcherson
8337,They Live,John Carpenter,Roddy Piper Keith David Meg Foster George Buck Flower Peter Jason
5925,The Great Escape,John Sturges,Steve McQueen James Garner Richard Attenborough James Donald Charles Bronson
8357,What the #$*! Do We (K)now!?,William Arntz,Marlee Matlin Elaine Hendrix Robert Blanche John Ross Bowie Robert Bailey Jr.
146203,The Last Exorcism Part II,Ed Gass-Donnelly,Ashley Bell Julia Garner Andrew Sensenig Spencer Treat Clark Judd Lormand
85350,Boyhood,Richard Linklater,Ellar Coltrane Patricia Arquette Ethan Hawke Elijah Smith Lorelei Linklater
512,Scoop,Woody Allen,Scarlett Johansson Hugh Jackman Woody Allen Ian McShane Kevin McNally
13408,The Wash,DJ Pooh,Dr. Dre Snoop Dogg DJ Pooh Angell Conwell Bruce Bruce
47816,3 Strikes,DJ Pooh,Brian Hooks N'Bushe Wright Faizon Love E-40 Starletta DuPois
10744,The Cooler,Wayne Kramer,William H. Macy Alec Baldwin Maria Bello Shawn Hatosy Paul Sorvino
11536,The Misfits,John Huston,Clark Gable Marilyn Monroe Montgomery Clift Thelma Ritter Eli Wallach
9782,The Night Listener,Patrick Stettner,Toni Collette Robin Williams Joe Morton Bobby Cannavale Rory Culkin
18713,The Jerky Boys,James Melkonian,John G. Brennan Kamal Ahmed Alan Arkin William Hickey Vincent Pastore
6537,The Orphanage,Juan Antonio Bayona,Belén Rueda Fernando Cayo Roger Príncep Mabel Rivera Montserrat Carulla
184345,A Haunted House 2,Michael Tiddes,Marlon Wayans Jaime Pressly Essence Atkins Gabriel Iglesias Missi Pyle
1809,The Rules of Attraction,Roger Avary,James Van Der Beek Shannyn Sossamon Ian Somerhalder Jessica Biel Kate Bosworth
2370,Topaz,Alfred Hitchcock,Frederick Stafford Dany Robin Claude Jade Michel Subor Karin Dor
9809,Let's Go to Prison,Bob Odenkirk,Dax Shepard Will Arnett Chi McBride David Koechner Dylan Baker
5,Four Rooms,Allison Anders,Tim Roth Antonio Banderas Jennifer Beals Madonna Marisa Tomei
11013,Secretary,Steven Shainberg,James Spader Maggie Gyllenhaal Jeremy Davies Lesley Ann Warren Stephen McHattie
19153,The Real Cancun,Rick de Oliveira,Laura Ramsey
10132,Talk Radio,Oliver Stone,Eric Bogosian Ellen Greene Leslie Hope John C. McGinley Alec Baldwin
16448,Waiting for Guffman,Christopher Guest,Christopher Guest Eugene Levy Fred Willard Catherine O'Hara Michael Hitchcock
15122,Love Stinks,Jeff Franklin,French Stewart Bridgette Wilson Bill Bellamy Tyra Banks Tiffani Thiessen
8141,You Kill Me,John Dahl,Ben Kingsley Téa Leoni Luke Wilson Bill Pullman Dennis Farina
1546,Thumbsucker,Mike Mills,Lou Taylor Pucci Tilda Swinton Vincent D'Onofrio Keanu Reeves Benjamin Bratt
48572,Red State,Kevin Smith,Michael Parks John Goodman Melissa Leo Michael Angarano Kyle Gallner
14517,Mirrormask,Dave McKean,Stephanie Leonidas Jason Barry Rob Brydon Gina McKee Dora Bryan
89708,Samsara,Ron Fricke,Marcos Luna Putu Dinda Pratika Puti Sri Candra Dewi Ni Made Megahadi Pratiwi
27551,The Barbarians,Ruggero Deodato,Peter Paul David Paul Richard Lynch Eva LaRue Virginia Bryant
64678,The Art of Getting By,Gavin Wiesen,Freddie Highmore Emma Roberts Michael Angarano Elizabeth Reaser Alicia Silverstone
309503,Zipper,Mora Stephens,Patrick Wilson Lena Headey Richard Dreyfuss Ray Winstone John Cho
14293,Poolhall Junkies,Mars Callahan,Ricky Schroder Chazz Palminteri Rod Steiger Michael Rosenbaum Mars Callahan
15059,The Loss of Sexual Innocence,Mike Figgis,Julian Sands Saffron Burrows Justin Chadwick Stefano Dionisi Kelly Macdonald
103328,Holy Motors,Leos Carax,Eva Mendes Kylie Minogue Michel Piccoli Edith Scob Denis Lavant
157847,Joe,David Gordon Green,Nicolas Cage Tye Sheridan Ronnie Gene Blevins Sue Rock Heather Kafka
25719,Shooting Fish,Stefan Schwartz,Dan Futterman Stuart Townsend Kate Beckinsale Rowena Cooper Scott Charles
48309,Prison,Renny Harlin,Viggo Mortensen Chelsea Field Lane Smith Lincoln Kilpatrick Tom Everett
27723,Psycho Beach Party,Robert Lee King,Lauren Ambrose Nicholas Brendon Amy Adams Charles Busch Thomas Gibson
20468,The Big Tease,Kevin Allen,Craig Ferguson David Rasche Mary McCormack Donal Logue Nina Siemaszko
242575,"Guten Tag, Ramón",Jorge Ramírez Suárez,Adriana Barraza Rüdiger Evers Hector Kotsifakis Franziska Kruse Arcelia Ramírez
44945,Trust,David Schwimmer,Clive Owen Catherine Keener Liana Liberato Jason Clarke Viola Davis
29122,An Everlasting Piece,Barry Levinson,Barry McEvoy Brían F. O'Byrne Anna Friel Pauline McLynn Ruth McCabe
125123,Among Giants,Sam Miller,Pete Postlethwaite Rachel Griffiths Andy Serkis Lennie James James Thornton
111190,Adore,Anne Fontaine,Naomi Watts Robin Wright Xavier Samuel James Frecheville Ben Mendelsohn
133575,The Velocity of Gary,Dan Ireland,Vincent D'Onofrio Salma Hayek Thomas Jane Olivia d'Abo
54580,Mondays in the Sun,Fernando León de Aranoa,Javier Bardem Luis Tosar Nieve de Medina Enrique Villén Celso Bugallo
52015,Stake Land,Jim Mickle,Danielle Harris Kelly McGillis Nick Damici Connor Paolo Gregory Jones
34941,The Last Time I Committed Suicide,Stephen T. Kay,Thomas Jane Keanu Reeves Claire Forlani Gretchen Mol Adrien Brody
227975,Futuro Beach,Karim Aïnouz,Wagner Moura Clemens Schick Jesuíta Barbosa Sabine Timoteo Sophie Charlotte Conrad
60422,Another Happy Day,Sam Levinson,Ellen Barkin Ezra Miller Kate Bosworth Demi Moore George Kennedy
81390,A Lonely Place to Die,Julian Gilbey,Melissa George Ed Speleers Eamonn Walker Alec Newman Karel Roden
10981,Nothing,Vincenzo Natali,David Hewlett Andrew Miller Gordon Pinsent Marie-Josée Croze
225235,The Geographer Drank His Globe Away,Aleksandr Veledinskiy,Konstantin Khabenskiy Elena Lyadova Aleksandr Robak Evgeniya Khirivskaya Agrippina Steklova
14902,1776,Peter H. Hunt,William Daniels Howard Da Silva Ken Howard Blythe Danner Donald Madden
121676,Inescapable,Ruba Nadda,Alexander Siddig Joshua Jackson Marisa Tomei Oded Fehr Saad Siddiqui
22301,Hell's Angels,James Whale,Ben Lyon James Hall Jean Harlow John Darrow Lucien Prival
20065,Purple Violets,Edward Burns,Selma Blair Patrick Wilson Edward Burns Debra Messing Dennis Farina
257087,The Veil,Phil Joanou,Jessica Alba Thomas Jane Lily Rabe Shannon Woodward Aleksa Palladino
46420,The Loved Ones,Sean Byrne,Xavier Samuel Jessica McNamee Robin McLeavy Victoria Thaine John Brumpton
114635,The Helpers,Chris Stokes,Kristen Quintrall Denyce Lawton JoJo Wright Rachel Sterling Black Thomas
158150,How to Fall in Love,Mark Griffiths,Brooke D'Orsay Eric Mabius Jody Thompson Gina Holden Panou
251979,The Perfect Wave,Bruce MacDonald,Scott Eastwood Cheryl Ladd Patrick Lyster Rachel Hendrix  Scott Mortensen
874,A Man for All Seasons,Fred Zinnemann,Paul Scofield Wendy Hiller Leo McKern Robert Shaw Orson Welles
10774,Network,Sidney Lumet,Faye Dunaway William Holden Peter Finch Robert Duvall Wesley Addy
770,Gone with the Wind,Victor Fleming,Vivien Leigh Clark Gable Olivia de Havilland Thomas Mitchell Leslie Howard
266102,Desert Dancer,Richard Raymond,Freida Pinto Reece Ritchie Tom Cullen Nazanin Boniadi Marama Corlett
29715,Major Dundee,Sam Peckinpah,Charlton Heston Richard Harris Jim Hutton James Coburn Michael Anderson Jr.
25209,Annie Get Your Gun,George Sidney,Betty Hutton Howard Keel Louis Calhern J. Carrol Naish Edward Arnold
37495,Four Lions,Chris Morris,Riz Ahmed Nigel Lindsay Kayvan Novak Adeel Akhtar Arsher Ali
29262,The House of Sand,Andrucha Waddington,Fernanda Montenegro Ruy Guerra Fernanda Torres Seu Jorge Stênio Garcia
34769,Defendor,Peter Stebbings,Woody Harrelson Kat Dennings Elias Koteas Sandra Oh Clark Johnson
